param H_MAX_RACK:=929;

param N_paletes:=60;

param N_Niveis:=500;

param N_Racks:=50;

param Palete:
#	Referencia	Altura	Largura	Taxa de >Utilizacao
	1	2	3	4:=
1	267	79	800	11
2	276	109	800	5
3	267	79	800	11
4	269	39	800	10
5	266	109	800	11
6	266	49	800	11
7	262	39	800	15
8	274	109	800	7
9	279	59	800	3
10	265	49	800	11
11	262	79	800	15
12	273	109	800	7
13	280	109	800	3
14	273	109	800	7
15	278	39	800	4
16	274	109	800	7
17	259	79	800	29
18	268	39	800	10
19	274	49	800	7
20	280	109	800	3
21	257	109	800	31
22	281	109	800	2
23	260	61	800	23
24	280	109	800	3
25	274	109	800	7
26	274	109	800	7
27	264	79	800	12
28	280	109	800	3
29	263	79	800	15
30	273	109	800	7
31	264	79	800	12
32	266	109	800	11
33	273	109	800	7
34	267	79	800	11
35	275	109	800	7
36	258	79	800	29
37	262	39	800	15
38	273	109	800	7
39	259	79	800	29
40	258	79	800	29
41	266	49	800	11
42	269	79	800	10
43	274	109	800	7
44	280	109	800	3
45	275	109	800	7
46	276	109	800	5
47	274	109	800	7
48	274	109	800	7
49	276	109	800	5
50	274	109	800	7
51	273	109	800	7
52	270	59	800	10
53	274	109	800	7
54	274	109	800	7
55	263	79	800	15
56	269	79	800	10
57	259	79	800	29
58	257	109	800	31
59	260	61	800	23
60	276	109	800	5
;

param Nivel:
#	tempo	largura	rack
	1	2	3	:=
1	0	3200	1
2	1	3200	1
3	2	3200	1
4	4	3200	1
5	5	3200	1
6	7	3200	1
7	9	3200	1
8	12	3200	1
9	14	3200	1
10	17	3200	1
11	0	3200	2
12	1	3200	2
13	2	3200	2
14	4	3200	2
15	5	3200	2
16	7	3200	2
17	9	3200	2
18	12	3200	2
19	14	3200	2
20	17	3200	2
21	3	3200	3
22	4	3200	3
23	5	3200	3
24	7	3200	3
25	8	3200	3
26	10	3200	3
27	12	3200	3
28	15	3200	3
29	17	3200	3
30	20	3200	3
31	2	3200	4
32	3	3200	4
33	4	3200	4
34	6	3200	4
35	7	3200	4
36	9	3200	4
37	11	3200	4
38	14	3200	4
39	16	3200	4
40	19	3200	4
41	0	3200	5
42	1	3200	5
43	2	3200	5
44	4	3200	5
45	5	3200	5
46	7	3200	5
47	9	3200	5
48	12	3200	5
49	14	3200	5
50	17	3200	5
51	0	3200	6
52	1	3200	6
53	2	3200	6
54	4	3200	6
55	5	3200	6
56	7	3200	6
57	9	3200	6
58	12	3200	6
59	14	3200	6
60	17	3200	6
61	2	3200	7
62	3	3200	7
63	4	3200	7
64	6	3200	7
65	7	3200	7
66	9	3200	7
67	11	3200	7
68	14	3200	7
69	16	3200	7
70	19	3200	7
71	3	3200	8
72	4	3200	8
73	5	3200	8
74	7	3200	8
75	8	3200	8
76	10	3200	8
77	12	3200	8
78	15	3200	8
79	17	3200	8
80	20	3200	8
81	4	3200	9
82	5	3200	9
83	6	3200	9
84	8	3200	9
85	9	3200	9
86	11	3200	9
87	13	3200	9
88	16	3200	9
89	18	3200	9
90	21	3200	9
91	3	3200	10
92	4	3200	10
93	5	3200	10
94	7	3200	10
95	8	3200	10
96	10	3200	10
97	12	3200	10
98	15	3200	10
99	17	3200	10
100	20	3200	10
101	2	3200	11
102	3	3200	11
103	4	3200	11
104	6	3200	11
105	7	3200	11
106	9	3200	11
107	11	3200	11
108	14	3200	11
109	16	3200	11
110	19	3200	11
111	2	3200	12
112	3	3200	12
113	4	3200	12
114	6	3200	12
115	7	3200	12
116	9	3200	12
117	11	3200	12
118	14	3200	12
119	16	3200	12
120	19	3200	12
121	3	3200	13
122	4	3200	13
123	5	3200	13
124	7	3200	13
125	8	3200	13
126	10	3200	13
127	12	3200	13
128	15	3200	13
129	17	3200	13
130	20	3200	13
131	4	3200	14
132	5	3200	14
133	6	3200	14
134	8	3200	14
135	9	3200	14
136	11	3200	14
137	13	3200	14
138	16	3200	14
139	18	3200	14
140	21	3200	14
141	4	3200	15
142	5	3200	15
143	6	3200	15
144	8	3200	15
145	9	3200	15
146	11	3200	15
147	13	3200	15
148	16	3200	15
149	18	3200	15
150	21	3200	15
151	3	3200	16
152	4	3200	16
153	5	3200	16
154	7	3200	16
155	8	3200	16
156	10	3200	16
157	12	3200	16
158	15	3200	16
159	17	3200	16
160	20	3200	16
161	2	3200	17
162	3	3200	17
163	4	3200	17
164	6	3200	17
165	7	3200	17
166	9	3200	17
167	11	3200	17
168	14	3200	17
169	16	3200	17
170	19	3200	17
171	2	3200	18
172	3	3200	18
173	4	3200	18
174	6	3200	18
175	7	3200	18
176	9	3200	18
177	11	3200	18
178	14	3200	18
179	16	3200	18
180	19	3200	18
181	3	3200	19
182	4	3200	19
183	5	3200	19
184	7	3200	19
185	8	3200	19
186	10	3200	19
187	12	3200	19
188	15	3200	19
189	17	3200	19
190	20	3200	19
191	4	3200	20
192	5	3200	20
193	6	3200	20
194	8	3200	20
195	9	3200	20
196	11	3200	20
197	13	3200	20
198	16	3200	20
199	18	3200	20
200	21	3200	20
201	5	3200	21
202	6	3200	21
203	7	3200	21
204	9	3200	21
205	10	3200	21
206	12	3200	21
207	14	3200	21
208	17	3200	21
209	19	3200	21
210	22	3200	21
211	4	3200	22
212	5	3200	22
213	6	3200	22
214	8	3200	22
215	9	3200	22
216	11	3200	22
217	13	3200	22
218	16	3200	22
219	18	3200	22
220	21	3200	22
221	3	3200	23
222	4	3200	23
223	5	3200	23
224	7	3200	23
225	8	3200	23
226	10	3200	23
227	12	3200	23
228	15	3200	23
229	17	3200	23
230	20	3200	23
231	3	3200	24
232	4	3200	24
233	5	3200	24
234	7	3200	24
235	8	3200	24
236	10	3200	24
237	12	3200	24
238	15	3200	24
239	17	3200	24
240	20	3200	24
241	4	3200	25
242	5	3200	25
243	6	3200	25
244	8	3200	25
245	9	3200	25
246	11	3200	25
247	13	3200	25
248	16	3200	25
249	18	3200	25
250	21	3200	25
251	5	3200	26
252	6	3200	26
253	7	3200	26
254	9	3200	26
255	10	3200	26
256	12	3200	26
257	14	3200	26
258	17	3200	26
259	19	3200	26
260	22	3200	26
261	5	3200	27
262	6	3200	27
263	7	3200	27
264	9	3200	27
265	10	3200	27
266	12	3200	27
267	14	3200	27
268	17	3200	27
269	19	3200	27
270	22	3200	27
271	4	3200	28
272	5	3200	28
273	6	3200	28
274	8	3200	28
275	9	3200	28
276	11	3200	28
277	13	3200	28
278	16	3200	28
279	18	3200	28
280	21	3200	28
281	3	3200	29
282	4	3200	29
283	5	3200	29
284	7	3200	29
285	8	3200	29
286	10	3200	29
287	12	3200	29
288	15	3200	29
289	17	3200	29
290	20	3200	29
291	3	3200	30
292	4	3200	30
293	5	3200	30
294	7	3200	30
295	8	3200	30
296	10	3200	30
297	12	3200	30
298	15	3200	30
299	17	3200	30
